sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 02:00:34.931298+00:00,3.3740017,9.7639294,26.5407124,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7639294
2,2022-01-15 02:00:38.305343+00:00,3.3747487,9.7596083,26.5766678,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7596083
3,2022-01-15 02:00:41.679011+00:00,3.3735437,9.7665815,26.5800495,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7665815
4,2022-01-15 02:00:45.051154+00:00,3.3721709,9.7745352,26.5055141,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7745352
5,2022-01-15 02:00:48.424474+00:00,3.3732824,9.7680950,26.4357491,19.03,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.03,0,9.7680950
6,2022-01-15 02:00:51.798256+00:00,3.3739035,9.7644987,26.3810520,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7644987
7,2022-01-15 02:00:55.172060+00:00,3.3736768,9.7658110,26.3557167,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7658110
8,2022-01-15 02:00:58.545150+00:00,3.3731139,9.7690706,26.3223534,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7690706
9,2022-01-15 02:01:01.918420+00:00,3.3732781,9.7681198,26.3185940,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7681198
10,2022-01-15 02:01:05.293525+00:00,3.3749166,9.7586374,26.3415337,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7586374
11,2022-01-15 02:01:08.667442+00:00,3.3739955,9.7639656,26.3688908,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7639656
12,2022-01-15 02:01:12.040734+00:00,3.3732872,9.7680664,26.3472309,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7680664
13,2022-01-15 02:01:15.412690+00:00,3.3719449,9.7758455,26.2388763,19.06,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.06,0,9.7758455
14,2022-01-15 02:01:18.786268+00:00,3.3736954,9.7657032,26.2079487,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7657032
15,2022-01-15 02:01:22.160412+00:00,3.3739944,9.7639723,26.1572552,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7639723
16,2022-01-15 02:01:25.533856+00:00,3.3734727,9.7669935,26.1313667,19.04,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.04,0,9.7669935
17,2022-01-15 02:01:28.906899+00:00,3.3731694,9.7687492,26.0969028,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7687492
18,2022-01-15 02:01:32.280519+00:00,3.3734789,9.7669573,26.1095219,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7669573
19,2022-01-15 02:01:35.655712+00:00,3.3751280,9.7574139,26.1371517,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7574139
20,2022-01-15 02:01:39.029259+00:00,3.3736506,9.7659626,26.1555138,19.03,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.03,0,9.7659626
21,2022-01-15 02:01:42.401826+00:00,3.3725603,9.7722778,26.1037254,19.06,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.06,0,9.7722778
22,2022-01-15 02:01:45.774516+00:00,3.3726540,9.7717352,26.0241432,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7717352
23,2022-01-15 02:01:49.148374+00:00,3.3738656,9.7647181,25.9551468,19.06,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.06,0,9.7647181
24,2022-01-15 02:01:52.522064+00:00,3.3738060,9.7650623,25.9342747,19.04,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.04,0,9.7650623
25,2022-01-15 02:01:55.895397+00:00,3.3732235,9.7684345,25.9034309,19.07,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.07,0,9.7684345
26,2022-01-15 02:01:59.268543+00:00,3.3731668,9.7687645,25.8818760,19.07,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.07,0,9.7687645
27,2022-01-15 02:02:02.642919+00:00,3.3743787,9.7617483,25.9079685,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7617483
28,2022-01-15 02:02:06.017370+00:00,3.3744755,9.7611885,25.9319763,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7611885
29,2022-01-15 02:02:09.390787+00:00,3.3734105,9.7673531,25.9299717,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7673531
30,2022-01-15 02:02:12.762633+00:00,3.3719513,9.7758074,25.8446884,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7758074
31,2022-01-15 02:02:16.136376+00:00,3.3735170,9.7667360,25.7963505,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7667360
32,2022-01-15 02:02:19.510151+00:00,3.3738546,9.7647820,25.7398453,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7647820
33,2022-01-15 02:02:22.883769+00:00,3.3736320,9.7660704,25.7084198,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7660704
34,2022-01-15 02:02:26.256744+00:00,3.3729925,9.7697735,25.6838741,19.06,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.06,0,9.7697735
35,2022-01-15 02:02:29.630150+00:00,3.3733306,9.7678146,25.6829910,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7678146
36,2022-01-15 02:02:33.005143+00:00,3.3750982,9.7575874,25.7037716,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7575874
37,2022-01-15 02:02:36.379011+00:00,3.3738198,9.7649832,25.7313290,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7649832
