sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 19:24:34.042100+00:00,3.3738976,9.7645330,26.4588242,18.75,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.75,0,9.7645330
2,2022-01-15 19:24:37.414958+00:00,3.3738785,9.7646437,26.3591366,18.74,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.74,0,9.7646437
3,2022-01-15 19:24:40.788036+00:00,3.3733616,9.7676363,26.3039665,18.70,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.70,0,9.7676363
4,2022-01-15 19:24:44.160767+00:00,3.3731415,9.7689095,26.3685875,18.74,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.74,0,9.7689095
5,2022-01-15 19:24:47.535820+00:00,3.3751907,9.7570524,26.4322872,18.74,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.74,0,9.7570524
6,2022-01-15 19:24:50.908839+00:00,3.3732266,9.7684183,26.4312344,18.75,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.75,0,9.7684183
7,2022-01-15 19:24:54.281935+00:00,3.3733258,9.7678432,26.4231186,18.74,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.74,0,9.7678432
8,2022-01-15 19:24:57.655575+00:00,3.3738580,9.7647619,26.4385376,18.75,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.75,0,9.7647619
9,2022-01-15 19:25:01.027594+00:00,3.3722210,9.7742443,26.2980595,18.73,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.73,0,9.7742443
10,2022-01-15 19:25:04.401207+00:00,3.3738060,9.7650623,26.1832886,18.75,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.75,0,9.7650623
11,2022-01-15 19:25:07.774819+00:00,3.3736820,9.7657814,26.1141815,18.73,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.73,0,9.7657814
12,2022-01-15 19:25:11.147905+00:00,3.3732386,9.7683487,26.1255341,18.74,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.74,0,9.7683487
13,2022-01-15 19:25:14.520751+00:00,3.3731418,9.7689095,26.1699562,18.73,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.73,0,9.7689095
14,2022-01-15 19:25:17.895401+00:00,3.3750596,9.7578096,26.2623005,18.74,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.74,0,9.7578096
15,2022-01-15 19:25:21.269082+00:00,3.3734112,9.7673492,26.2462578,18.75,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.75,0,9.7673492
16,2022-01-15 19:25:24.642267+00:00,3.3736010,9.7662497,26.2186699,18.74,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.74,0,9.7662497
17,2022-01-15 19:25:28.014491+00:00,3.3720965,9.7749653,26.2051640,18.74,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.74,0,9.7749653
18,2022-01-15 19:25:31.388344+00:00,3.3739777,9.7640696,26.0549355,18.74,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.74,0,9.7640696
19,2022-01-15 19:25:34.761880+00:00,3.3737473,9.7654018,25.9699345,18.76,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.76,0,9.7654018
20,2022-01-15 19:25:38.135265+00:00,3.3733606,9.7676411,25.9218922,18.73,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.73,0,9.7676411
21,2022-01-15 19:25:41.508531+00:00,3.3733163,9.7678986,25.9285316,18.75,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.75,0,9.7678986
22,2022-01-15 19:25:44.882880+00:00,3.3746977,9.7599030,26.0000095,18.77,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.77,0,9.7599030
23,2022-01-15 19:25:48.256338+00:00,3.3732927,9.7680349,26.0791492,18.76,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.76,0,9.7680349
24,2022-01-15 19:25:51.629898+00:00,3.3737092,9.7656231,26.0332851,18.77,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.77,0,9.7656231
25,2022-01-15 19:25:55.003873+00:00,3.3738801,9.7646332,26.0113106,18.77,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.77,0,9.7646332
26,2022-01-15 19:25:58.375621+00:00,3.3718505,9.7763929,25.8927593,18.77,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.77,0,9.7763929
