sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-14 18:12:33.932025+00:00,3.3741047,9.7633343,26.5610867,19.90,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.90,0,9.7633343
2,2022-01-14 18:12:37.305963+00:00,3.3745732,9.7606239,26.5673027,19.92,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.92,0,9.7606239
3,2022-01-14 18:12:40.679385+00:00,3.3733191,9.7678823,26.5509071,19.94,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.94,0,9.7678823
4,2022-01-14 18:12:44.052046+00:00,3.3726053,9.7720175,26.4792843,19.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.89,0,9.7720175
5,2022-01-14 18:12:47.426016+00:00,3.3737607,9.7653246,26.4476452,19.90,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.90,0,9.7653246
6,2022-01-14 18:12:50.799775+00:00,3.3736734,9.7658310,26.3809357,19.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.89,0,9.7658310
7,2022-01-14 18:12:54.173543+00:00,3.3736763,9.7658138,26.3591614,19.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.89,0,9.7658138
8,2022-01-14 18:12:57.546979+00:00,3.3734875,9.7669077,26.3253479,19.90,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.90,0,9.7669077
9,2022-01-14 18:13:00.920468+00:00,3.3734033,9.7673941,26.3274117,19.86,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.86,0,9.7673941
10,2022-01-14 18:13:04.295308+00:00,3.3745768,9.7606020,26.3409309,19.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.88,0,9.7606020
11,2022-01-14 18:13:07.669457+00:00,3.3740892,9.7634230,26.3406048,19.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.88,0,9.7634230
12,2022-01-14 18:13:11.042428+00:00,3.3727665,9.7710829,26.2988682,19.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.88,0,9.7710829
13,2022-01-14 18:13:14.415514+00:00,3.3729773,9.7698622,26.2456341,19.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.89,0,9.7698622
14,2022-01-14 18:13:17.789243+00:00,3.3738036,9.7650766,26.2079697,19.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.88,0,9.7650766
15,2022-01-14 18:13:21.163311+00:00,3.3737965,9.7651186,26.1483440,19.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.87,0,9.7651186
16,2022-01-14 18:13:24.536547+00:00,3.3734593,9.7670698,26.1238003,19.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.88,0,9.7670698
17,2022-01-14 18:13:27.910213+00:00,3.3734531,9.7671061,26.0994587,19.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.84,0,9.7671061
18,2022-01-14 18:13:31.284161+00:00,3.3737245,9.7655354,26.1055717,19.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.88,0,9.7655354
19,2022-01-14 18:13:34.658957+00:00,3.3747103,9.7598305,26.1071243,19.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.87,0,9.7598305
20,2022-01-14 18:13:38.032570+00:00,3.3736305,9.7660780,26.1084042,19.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.88,0,9.7660780
21,2022-01-14 18:13:41.405259+00:00,3.3724921,9.7726736,26.0377350,19.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.88,0,9.7726736
22,2022-01-14 18:13:44.778804+00:00,3.3734927,9.7668762,25.9969559,19.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.88,0,9.7668762
23,2022-01-14 18:13:48.152577+00:00,3.3737123,9.7656050,25.9419575,19.85,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.85,0,9.7656050
