sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 03:00:33.971681+00:00,3.3739533,9.7642097,26.4822655,19.00,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.00,0,9.7642097
2,2022-01-15 03:00:37.344874+00:00,3.3737614,9.7653208,26.4505501,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7653208
3,2022-01-15 03:00:40.718385+00:00,3.3734813,9.7669430,26.4186306,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7669430
4,2022-01-15 03:00:44.091581+00:00,3.3731618,9.7687931,26.3938522,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7687931
5,2022-01-15 03:00:47.465754+00:00,3.3741257,9.7632122,26.4184895,18.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.98,0,9.7632122
6,2022-01-15 03:00:50.840295+00:00,3.3746071,9.7604275,26.4607716,19.00,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.00,0,9.7604275
7,2022-01-15 03:00:54.213955+00:00,3.3735776,9.7663851,26.4568558,19.00,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.00,0,9.7663851
8,2022-01-15 03:00:57.586260+00:00,3.3722663,9.7739811,26.3969345,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7739811
9,2022-01-15 03:01:00.959487+00:00,3.3731918,9.7686195,26.3161373,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7686195
10,2022-01-15 03:01:04.333624+00:00,3.3739419,9.7642756,26.2625542,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7642756
11,2022-01-15 03:01:07.707189+00:00,3.3735280,9.7666721,26.2189255,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7666721
12,2022-01-15 03:01:11.080518+00:00,3.3732920,9.7680387,26.2036476,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7680387
13,2022-01-15 03:01:14.453730+00:00,3.3731794,9.7686901,26.1898556,19.04,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.04,0,9.7686901
14,2022-01-15 03:01:17.828933+00:00,3.3751440,9.7573214,26.2269154,18.99,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.99,0,9.7573214
15,2022-01-15 03:01:21.202711+00:00,3.3737569,9.7653475,26.2592278,19.00,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.00,0,9.7653475
