sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-14 20:12:33.935668+00:00,3.3735461,9.7665672,26.5348186,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7665672
2,2022-01-14 20:12:37.309344+00:00,3.3743119,9.7621346,26.5315151,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7621346
3,2022-01-14 20:12:40.683169+00:00,3.3737521,9.7653742,26.5139637,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7653742
4,2022-01-14 20:12:44.055892+00:00,3.3728063,9.7708521,26.4672909,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7708521
5,2022-01-14 20:12:47.429634+00:00,3.3734493,9.7671280,26.4345112,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7671280
6,2022-01-14 20:12:50.803238+00:00,3.3737285,9.7655115,26.3928051,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7655115
7,2022-01-14 20:12:54.176918+00:00,3.3735991,9.7662611,26.3402100,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7662611
8,2022-01-14 20:12:57.550561+00:00,3.3735917,9.7663040,26.3117294,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7663040
9,2022-01-14 20:13:00.924128+00:00,3.3733702,9.7675867,26.3198490,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7675867
10,2022-01-14 20:13:04.298199+00:00,3.3738389,9.7648726,26.3136330,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7648726
11,2022-01-14 20:13:07.672534+00:00,3.3742909,9.7622566,26.3027134,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7622566
12,2022-01-14 20:13:11.045724+00:00,3.3732817,9.7680979,26.2806072,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7680979
13,2022-01-14 20:13:14.418709+00:00,3.3729048,9.7702818,26.2399597,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7702818
14,2022-01-14 20:13:17.792593+00:00,3.3736544,9.7659407,26.2057629,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7659407
15,2022-01-14 20:13:21.166062+00:00,3.3736091,9.7662029,26.1471996,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7662029
