sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 00:24:34.932286+00:00,3.3753610,9.7560682,26.5667591,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7560682
2,2022-01-15 00:24:38.304747+00:00,3.3731713,9.7687378,26.5415859,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7687378
3,2022-01-15 00:24:41.677983+00:00,3.3732753,9.7681360,26.5321751,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7681360
4,2022-01-15 00:24:45.050916+00:00,3.3731158,9.7690592,26.5321064,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7690592
5,2022-01-15 00:24:48.424296+00:00,3.3732688,9.7681723,26.4045200,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7681723
6,2022-01-15 00:24:51.797919+00:00,3.3736339,9.7660599,26.2830601,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7660599
7,2022-01-15 00:24:55.171308+00:00,3.3735738,9.7664080,26.2163677,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7664080
8,2022-01-15 00:24:58.544962+00:00,3.3735623,9.7664738,26.2128944,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7664738
9,2022-01-15 00:25:01.918306+00:00,3.3733969,9.7674322,26.2780857,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7674322
10,2022-01-15 00:25:05.292698+00:00,3.3742452,9.7625208,26.3706360,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7625208
11,2022-01-15 00:25:08.666394+00:00,3.3737388,9.7654514,26.3363781,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7654514
12,2022-01-15 00:25:12.040392+00:00,3.3739781,9.7640667,26.2885208,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7640667
13,2022-01-15 00:25:15.411771+00:00,3.3716235,9.7777090,26.2276058,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7777090
14,2022-01-15 00:25:18.785801+00:00,3.3739362,9.7643089,26.1516438,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7643089
15,2022-01-15 00:25:22.159809+00:00,3.3738620,9.7647390,26.0468426,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7647390
16,2022-01-15 00:25:25.533097+00:00,3.3733935,9.7674503,26.0047874,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7674503
17,2022-01-15 00:25:28.906255+00:00,3.3731523,9.7688484,26.0434799,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7688484
18,2022-01-15 00:25:32.281443+00:00,3.3751807,9.7571106,26.1017628,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7571106
19,2022-01-15 00:25:35.654635+00:00,3.3731220,9.7690239,26.1293545,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7690239
20,2022-01-15 00:25:39.028009+00:00,3.3734426,9.7671661,26.1045914,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7671661
21,2022-01-15 00:25:42.401917+00:00,3.3739233,9.7643843,26.1180172,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7643843
22,2022-01-15 00:25:45.773769+00:00,3.3718543,9.7763700,25.9786797,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7763700
23,2022-01-15 00:25:49.147512+00:00,3.3739042,9.7644949,25.8636951,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7644949
24,2022-01-15 00:25:52.521424+00:00,3.3737426,9.7654305,25.8061810,19.21,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.21,0,9.7654305
25,2022-01-15 00:25:55.894529+00:00,3.3731189,9.7690411,25.7934952,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7690411
26,2022-01-15 00:25:59.267661+00:00,3.3731232,9.7690163,25.8295326,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7690163
27,2022-01-15 00:26:02.643004+00:00,3.3753667,9.7560349,25.9259205,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7560349
28,2022-01-15 00:26:06.016183+00:00,3.3731499,9.7688618,25.8972740,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7688618
29,2022-01-15 00:26:09.389708+00:00,3.3735108,9.7667723,25.8803940,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7667723
30,2022-01-15 00:26:12.761827+00:00,3.3723035,9.7737665,25.8704147,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7737665
31,2022-01-15 00:26:16.135983+00:00,3.3739505,9.7642260,25.7315712,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7642260
32,2022-01-15 00:26:19.509431+00:00,3.3734984,9.7668438,25.6211777,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7668438
33,2022-01-15 00:26:22.882854+00:00,3.3734171,9.7673149,25.5751801,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7673149
34,2022-01-15 00:26:26.256270+00:00,3.3734133,9.7673368,25.5710201,19.18,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.18,0,9.7673368
35,2022-01-15 00:26:29.630507+00:00,3.3742237,9.7626448,25.6380939,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7626448
36,2022-01-15 00:26:33.004045+00:00,3.3735349,9.7666321,25.7252769,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7666321
37,2022-01-15 00:26:36.377886+00:00,3.3737884,9.7651644,25.6842499,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7651644
38,2022-01-15 00:26:39.751695+00:00,3.3738146,9.7650127,25.6446552,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7650127
39,2022-01-15 00:26:43.123491+00:00,3.3717988,9.7766933,25.5359859,19.23,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.23,0,9.7766933
40,2022-01-15 00:26:46.497028+00:00,3.3737645,9.7653027,25.5049038,19.25,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.25,0,9.7653027
41,2022-01-15 00:26:49.871023+00:00,3.3738332,9.7649059,25.4046955,19.25,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.25,0,9.7649059
42,2022-01-15 00:26:53.244431+00:00,3.3732767,9.7681274,25.3614330,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7681274
43,2022-01-15 00:26:56.617586+00:00,3.3731570,9.7688208,25.4080887,19.22,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.22,0,9.7688208
44,2022-01-15 00:26:59.992733+00:00,3.3751526,9.7572727,25.4772892,19.23,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.23,0,9.7572727
45,2022-01-15 00:27:03.365961+00:00,3.3731718,9.7687349,25.4642315,19.20,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.20,0,9.7687349
46,2022-01-15 00:27:06.739190+00:00,3.3732367,9.7683592,25.4610386,19.22,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.22,0,9.7683592
47,2022-01-15 00:27:10.112680+00:00,3.3735890,9.7663193,25.4632092,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7663193
48,2022-01-15 00:27:13.485196+00:00,3.3725204,9.7725086,25.3309898,19.27,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.27,0,9.7725086
49,2022-01-15 00:27:16.859060+00:00,3.3736887,9.7657413,25.2151165,19.20,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.20,0,9.7657413
50,2022-01-15 00:27:20.232494+00:00,3.3735733,9.7664099,25.1620388,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7664099
51,2022-01-15 00:27:23.605935+00:00,3.3733976,9.7674274,25.1589012,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7674274
52,2022-01-15 00:27:26.978986+00:00,3.3730235,9.7695942,25.1996040,19.25,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.25,0,9.7695942
53,2022-01-15 00:27:30.354044+00:00,3.3749194,9.7586212,25.2872276,19.26,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.26,0,9.7586212
54,2022-01-15 00:27:33.727531+00:00,3.3734670,9.7670259,25.2593346,19.26,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.26,0,9.7670259
55,2022-01-15 00:27:37.101313+00:00,3.3737404,9.7654428,25.2239990,19.28,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.28,0,9.7654428
56,2022-01-15 00:27:40.472939+00:00,3.3716493,9.7775602,25.1946926,19.31,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.31,0,9.7775602
57,2022-01-15 00:27:43.846876+00:00,3.3739233,9.7643843,25.0787945,19.26,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.26,0,9.7643843
58,2022-01-15 00:27:47.220563+00:00,3.3737276,9.7655172,24.9847031,19.26,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.26,0,9.7655172
59,2022-01-15 00:27:50.593998+00:00,3.3733358,9.7677851,24.9348354,19.27,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.27,0,9.7677851
60,2022-01-15 00:27:53.967015+00:00,3.3731070,9.7691107,24.9527779,19.27,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.27,0,9.7691107
61,2022-01-15 00:27:57.342037+00:00,3.3749399,9.7585030,25.0155334,19.26,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.26,0,9.7585030
62,2022-01-15 00:28:00.715263+00:00,3.3731337,9.7689562,25.0848198,19.31,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.31,0,9.7689562
63,2022-01-15 00:28:04.088979+00:00,3.3736377,9.7660370,25.0371380,19.27,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.27,0,9.7660370
64,2022-01-15 00:28:07.462805+00:00,3.3738732,9.7646732,25.0314293,19.25,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.25,0,9.7646732
