sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 00:12:33.927456+00:00,3.3739138,9.7644386,26.4611683,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7644386
2,2022-01-15 00:12:37.300589+00:00,3.3738835,9.7646141,26.3609066,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7646141
3,2022-01-15 00:12:40.674135+00:00,3.3733108,9.7679300,26.3021355,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7679300
4,2022-01-15 00:12:44.047135+00:00,3.3731644,9.7687778,26.3700085,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7687778
5,2022-01-15 00:12:47.422403+00:00,3.3750806,9.7576895,26.4328957,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7576895
6,2022-01-15 00:12:50.795725+00:00,3.3732500,9.7682829,26.4255962,19.06,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.06,0,9.7682829
7,2022-01-15 00:12:54.169045+00:00,3.3733838,9.7675076,26.4141197,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7675076
8,2022-01-15 00:12:57.542885+00:00,3.3738079,9.7650518,26.4285908,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7650518
9,2022-01-15 00:13:00.915286+00:00,3.3723061,9.7737503,26.2875710,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7737503
10,2022-01-15 00:13:04.289400+00:00,3.3737979,9.7651100,26.1698856,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7651100
11,2022-01-15 00:13:07.662801+00:00,3.3736601,9.7659082,26.0966072,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7659082
12,2022-01-15 00:13:11.036330+00:00,3.3731802,9.7686872,26.1046600,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7686872
13,2022-01-15 00:13:14.409419+00:00,3.3731799,9.7686882,26.1474056,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7686882
14,2022-01-15 00:13:17.784504+00:00,3.3749123,9.7586622,26.2401676,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7586622
15,2022-01-15 00:13:21.158071+00:00,3.3734903,9.7668905,26.2204208,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7668905
16,2022-01-15 00:13:24.531745+00:00,3.3736315,9.7660732,26.1919708,19.07,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.07,0,9.7660732
17,2022-01-15 00:13:27.903786+00:00,3.3720903,9.7750015,26.1730289,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7750015
18,2022-01-15 00:13:31.277840+00:00,3.3738966,9.7645378,26.0202656,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7645378
19,2022-01-15 00:13:34.651761+00:00,3.3738425,9.7648516,25.9301300,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7648516
20,2022-01-15 00:13:38.025108+00:00,3.3733184,9.7678852,25.8847256,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7678852
21,2022-01-15 00:13:41.398437+00:00,3.3732734,9.7681475,25.8875980,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7681475
22,2022-01-15 00:13:44.773148+00:00,3.3748071,9.7592697,25.9593925,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7592697
23,2022-01-15 00:13:48.146601+00:00,3.3732498,9.7682829,26.0337639,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7682829
24,2022-01-15 00:13:51.520321+00:00,3.3736532,9.7659473,25.9843979,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7659473
25,2022-01-15 00:13:54.894080+00:00,3.3738499,9.7648087,25.9581947,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7648087
26,2022-01-15 00:13:58.266143+00:00,3.3718565,9.7763586,25.8461876,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7763586
27,2022-01-15 00:14:01.640051+00:00,3.3738651,9.7647209,25.7951679,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7647209
28,2022-01-15 00:14:05.013933+00:00,3.3737626,9.7653141,25.6901493,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7653141
29,2022-01-15 00:14:08.386965+00:00,3.3731275,9.7689924,25.6646023,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7689924
30,2022-01-15 00:14:11.759894+00:00,3.3731260,9.7690001,25.7148857,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7690001
31,2022-01-15 00:14:15.135658+00:00,3.3752923,9.7564650,25.7953682,19.18,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.18,0,9.7564650
32,2022-01-15 00:14:18.508765+00:00,3.3730850,9.7692375,25.7711906,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7692375
33,2022-01-15 00:14:21.882025+00:00,3.3733344,9.7677937,25.7634068,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7677937
34,2022-01-15 00:14:25.255433+00:00,3.3732483,9.7682915,25.7581844,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7682915
35,2022-01-15 00:14:28.628566+00:00,3.3730521,9.7694283,25.6390171,19.18,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.18,0,9.7694283
36,2022-01-15 00:14:32.002320+00:00,3.3736424,9.7660103,25.5177860,19.23,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.23,0,9.7660103
37,2022-01-15 00:14:35.375870+00:00,3.3735588,9.7664938,25.4593239,19.18,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.18,0,9.7664938
38,2022-01-15 00:14:38.749433+00:00,3.3734550,9.7670956,25.4599972,19.20,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.20,0,9.7670956
39,2022-01-15 00:14:42.122707+00:00,3.3731923,9.7686157,25.5047531,19.20,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.20,0,9.7686157
40,2022-01-15 00:14:45.496933+00:00,3.3743427,9.7619572,25.6012096,19.23,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.23,0,9.7619572
41,2022-01-15 00:14:48.870910+00:00,3.3737109,9.7656136,25.5612774,19.20,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.20,0,9.7656136
42,2022-01-15 00:14:52.244760+00:00,3.3738966,9.7645378,25.5257912,19.22,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.22,0,9.7645378
43,2022-01-15 00:14:55.616519+00:00,3.3716152,9.7777576,25.4683132,19.20,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.20,0,9.7777576
44,2022-01-15 00:14:58.990396+00:00,3.3738475,9.7648230,25.3929653,19.25,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.25,0,9.7648230
45,2022-01-15 00:15:02.364379+00:00,3.3739457,9.7642546,25.2888985,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7642546
46,2022-01-15 00:15:05.737706+00:00,3.3732319,9.7683868,25.2270870,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7683868
47,2022-01-15 00:15:09.110884+00:00,3.3731184,9.7690449,25.2656384,19.25,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.25,0,9.7690449
48,2022-01-15 00:15:12.486160+00:00,3.3752515,9.7566996,25.3334389,19.23,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.23,0,9.7566996
49,2022-01-15 00:15:15.859295+00:00,3.3730822,9.7692547,25.3654842,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7692547
50,2022-01-15 00:15:19.232845+00:00,3.3734522,9.7671118,25.3384686,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7671118
51,2022-01-15 00:15:22.606805+00:00,3.3738985,9.7645273,25.3427296,19.27,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.27,0,9.7645273
52,2022-01-15 00:15:25.978310+00:00,3.3717008,9.7772617,25.2205467,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7772617
53,2022-01-15 00:15:29.352491+00:00,3.3738816,9.7646255,25.1127529,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7646255
54,2022-01-15 00:15:32.726190+00:00,3.3737068,9.7656374,25.0454750,19.22,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.22,0,9.7656374
55,2022-01-15 00:15:36.099194+00:00,3.3729906,9.7697849,25.0322056,19.22,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.22,0,9.7697849
56,2022-01-15 00:15:39.472424+00:00,3.3731637,9.7687826,25.0658054,19.22,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.22,0,9.7687826
57,2022-01-15 00:15:42.847804+00:00,3.3753042,9.7563963,25.1592808,19.26,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.26,0,9.7563963
