sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-04-01 05:36:34.807692+00:00,3.3734133,9.7673368,26.6698132,20.95,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.95,0,9.7673368
2,2022-04-01 05:36:38.180273+00:00,3.3733745,9.7675610,26.6660728,20.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.98,0,9.7675610
3,2022-04-01 05:36:41.553732+00:00,3.3735247,9.7666912,26.6562157,20.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.98,0,9.7666912
4,2022-04-01 05:36:44.927114+00:00,3.3736258,9.7661066,26.6472721,20.97,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.97,0,9.7661066
5,2022-04-01 05:36:48.300541+00:00,3.3734982,9.7668447,26.6241055,20.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.96,0,9.7668447
6,2022-04-01 05:36:51.673955+00:00,3.3733788,9.7675362,26.5989208,20.94,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.94,0,9.7675362
7,2022-04-01 05:36:55.047328+00:00,3.3734722,9.7669954,26.5651760,20.95,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.95,0,9.7669954
8,2022-04-01 05:36:58.420877+00:00,3.3736176,9.7661524,26.5312328,20.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.96,0,9.7661524
9,2022-04-01 05:37:01.794321+00:00,3.3735213,9.7667112,26.4900665,20.97,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.97,0,9.7667112
10,2022-04-01 05:37:05.167820+00:00,3.3734562,9.7670879,26.4702473,20.97,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.97,0,9.7670879
11,2022-04-01 05:37:08.541011+00:00,3.3733325,9.7678041,26.4600430,20.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.96,0,9.7678041
12,2022-04-01 05:37:11.914582+00:00,3.3735971,9.7662725,26.4502926,20.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.96,0,9.7662725
13,2022-04-01 05:37:15.288159+00:00,3.3736575,9.7659225,26.4396610,20.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.98,0,9.7659225
14,2022-04-01 05:37:18.661428+00:00,3.3733683,9.7675972,26.4142113,20.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.96,0,9.7675972
15,2022-04-01 05:37:22.034767+00:00,3.3734264,9.7672606,26.3823566,20.97,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.97,0,9.7672606
16,2022-04-01 05:37:25.408083+00:00,3.3735745,9.7664032,26.3546925,20.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.98,0,9.7664032
17,2022-04-01 05:37:28.781732+00:00,3.3735890,9.7663193,26.3207302,20.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.96,0,9.7663193
18,2022-04-01 05:37:32.155106+00:00,3.3734825,9.7669353,26.2866917,20.99,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,20.99,0,9.7669353
