sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 14:12:34.024235+00:00,3.3750958,9.7576008,26.5634022,18.81,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.81,0,9.7576008
2,2022-01-15 14:12:37.397546+00:00,3.3738537,9.7647867,26.6069069,18.81,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.81,0,9.7647867
3,2022-01-15 14:12:40.771006+00:00,3.3734517,9.7671137,26.5975704,18.81,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.81,0,9.7671137
4,2022-01-15 14:12:44.143092+00:00,3.3721361,9.7747364,26.5248680,18.79,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.79,0,9.7747364
5,2022-01-15 14:12:47.516265+00:00,3.3733265,9.7678394,26.4443665,18.75,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.75,0,9.7678394
6,2022-01-15 14:12:50.889974+00:00,3.3738387,9.7648745,26.3929195,18.78,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.78,0,9.7648745
7,2022-01-15 14:12:54.263355+00:00,3.3734720,9.7669964,26.3014641,18.78,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.78,0,9.7669964
8,2022-01-15 14:12:57.636560+00:00,3.3734183,9.7673073,26.3408356,18.78,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.78,0,9.7673073
9,2022-01-15 14:13:01.009919+00:00,3.3733253,9.7678461,26.3366318,18.82,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.82,0,9.7678461
10,2022-01-15 14:13:04.385133+00:00,3.3753099,9.7563629,26.3876495,18.80,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.80,0,9.7563629
11,2022-01-15 14:13:07.758553+00:00,3.3735189,9.7667246,26.4093075,18.77,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.77,0,9.7667246
12,2022-01-15 14:13:11.132122+00:00,3.3735278,9.7666731,26.3765526,18.78,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.78,0,9.7666731
13,2022-01-15 14:13:14.503582+00:00,3.3716917,9.7773132,26.2541046,18.78,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.78,0,9.7773132
14,2022-01-15 14:13:17.877644+00:00,3.3740566,9.7636127,26.2053928,18.79,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.79,0,9.7636127
15,2022-01-15 14:13:21.250973+00:00,3.3733644,9.7676201,26.1480694,18.79,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.79,0,9.7676201
16,2022-01-15 14:13:24.624706+00:00,3.3738110,9.7650337,26.0943947,18.80,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.80,0,9.7650337
17,2022-01-15 14:13:27.997724+00:00,3.3731732,9.7687263,26.1254902,18.79,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.79,0,9.7687263
18,2022-01-15 14:13:31.371853+00:00,3.3742363,9.7625723,26.1434231,18.83,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.83,0,9.7625723
19,2022-01-15 14:13:34.746147+00:00,3.3743782,9.7617521,26.2013454,18.81,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.81,0,9.7617521
20,2022-01-15 14:13:38.119664+00:00,3.3735633,9.7664680,26.2064743,18.83,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.83,0,9.7664680
21,2022-01-15 14:13:41.492245+00:00,3.3728144,9.7708054,26.1720657,18.85,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.85,0,9.7708054
22,2022-01-15 14:13:44.864639+00:00,3.3726072,9.7720060,26.0540485,18.85,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.85,0,9.7720060
23,2022-01-15 14:13:48.238777+00:00,3.3739741,9.7640896,25.9989700,18.83,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.83,0,9.7640896
24,2022-01-15 14:13:51.611914+00:00,3.3732493,9.7682867,25.9146919,18.83,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.83,0,9.7682867
25,2022-01-15 14:13:54.985396+00:00,3.3736608,9.7659035,25.9134331,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7659035
26,2022-01-15 14:13:58.358473+00:00,3.3730333,9.7695379,25.9256516,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7695379
27,2022-01-15 14:14:01.733615+00:00,3.3752551,9.7566795,25.9743862,18.86,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.86,0,9.7566795
28,2022-01-15 14:14:05.107219+00:00,3.3736544,9.7659407,26.0009613,18.85,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.85,0,9.7659407
29,2022-01-15 14:14:08.480562+00:00,3.3734584,9.7670755,25.9924507,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7670755
30,2022-01-15 14:14:11.852281+00:00,3.3717895,9.7767458,25.9010925,18.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.89,0,9.7767458
31,2022-01-15 14:14:15.225931+00:00,3.3736532,9.7659473,25.8409538,18.95,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.95,0,9.7659473
32,2022-01-15 14:14:18.599499+00:00,3.3736677,9.7658634,25.7869682,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7658634
33,2022-01-15 14:14:21.972951+00:00,3.3735507,9.7665415,25.7031536,18.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.88,0,9.7665415
34,2022-01-15 14:14:25.346132+00:00,3.3732517,9.7682724,25.7368717,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7682724
35,2022-01-15 14:14:28.719437+00:00,3.3735247,9.7666912,25.7360058,18.83,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.83,0,9.7666912
36,2022-01-15 14:14:32.094646+00:00,3.3751402,9.7573442,25.7936745,18.91,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.91,0,9.7573442
37,2022-01-15 14:14:35.468229+00:00,3.3735840,9.7663479,25.8086128,18.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.88,0,9.7663479
38,2022-01-15 14:14:38.841417+00:00,3.3733127,9.7679186,25.7750168,18.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.89,0,9.7679186
39,2022-01-15 14:14:42.213138+00:00,3.3717756,9.7768269,25.6553841,18.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.88,0,9.7768269
40,2022-01-15 14:14:45.587228+00:00,3.3741300,9.7631874,25.5991230,18.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.89,0,9.7631874
41,2022-01-15 14:14:48.960418+00:00,3.3732874,9.7680655,25.5406170,18.86,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.86,0,9.7680655
42,2022-01-15 14:14:52.333980+00:00,3.3737988,9.7651052,25.5037498,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7651052
43,2022-01-15 14:14:55.706925+00:00,3.3729892,9.7697935,25.5262051,18.90,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.90,0,9.7697935
44,2022-01-15 14:14:59.081679+00:00,3.3746910,9.7599411,25.5596161,18.91,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.91,0,9.7599411
45,2022-01-15 14:15:02.455647+00:00,3.3740344,9.7637415,25.6178131,18.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.89,0,9.7637415
46,2022-01-15 14:15:05.828953+00:00,3.3734736,9.7669868,25.6045017,18.91,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.91,0,9.7669868
47,2022-01-15 14:15:09.201328+00:00,3.3723235,9.7736502,25.5507793,18.92,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.92,0,9.7736502
48,2022-01-15 14:15:12.574247+00:00,3.3730547,9.7694130,25.4529018,18.90,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.90,0,9.7694130
49,2022-01-15 14:15:15.948083+00:00,3.3738194,9.7649851,25.4045238,18.94,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.94,0,9.7649851
50,2022-01-15 14:15:19.321204+00:00,3.3733168,9.7678957,25.3196068,18.92,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.92,0,9.7678957
51,2022-01-15 14:15:22.694845+00:00,3.3735633,9.7664680,25.3422546,18.92,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.92,0,9.7664680
52,2022-01-15 14:15:26.067517+00:00,3.3730061,9.7696943,25.3378029,18.94,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.94,0,9.7696943
53,2022-01-15 14:15:29.443208+00:00,3.3754520,9.7555418,25.3860340,18.95,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.95,0,9.7555418
54,2022-01-15 14:15:32.816621+00:00,3.3734760,9.7669735,25.4130630,18.94,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.94,0,9.7669735
55,2022-01-15 14:15:36.190089+00:00,3.3734851,9.7669210,25.3944340,18.94,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.94,0,9.7669210
56,2022-01-15 14:15:39.561616+00:00,3.3716152,9.7777576,25.2864571,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7777576
57,2022-01-15 14:15:42.935390+00:00,3.3738747,9.7646646,25.2466679,18.97,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.97,0,9.7646646
58,2022-01-15 14:15:46.308889+00:00,3.3735108,9.7667723,25.1953506,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7667723
59,2022-01-15 14:15:49.682507+00:00,3.3736420,9.7660122,25.1177387,18.99,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.99,0,9.7660122
60,2022-01-15 14:15:53.055543+00:00,3.3731298,9.7689781,25.1442413,18.99,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.99,0,9.7689781
61,2022-01-15 14:15:56.429340+00:00,3.3738294,9.7649269,25.1613178,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7649269
62,2022-01-15 14:15:59.803900+00:00,3.3748178,9.7592087,25.2159042,18.99,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.99,0,9.7592087
63,2022-01-15 14:16:03.177593+00:00,3.3735313,9.7666531,25.2192898,18.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.98,0,9.7666531
64,2022-01-15 14:16:06.550451+00:00,3.3730283,9.7695675,25.1881027,18.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.98,0,9.7695675
