sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 11:24:33.960603+00:00,3.3749981,9.7581663,26.5691223,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7581663
2,2022-01-15 11:24:37.333715+00:00,3.3734820,9.7669392,26.5388031,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7669392
3,2022-01-15 11:24:40.707433+00:00,3.3735051,9.7668047,26.5191212,18.92,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.92,0,9.7668047
4,2022-01-15 11:24:44.080972+00:00,3.3729172,9.7702103,26.5304794,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7702103
5,2022-01-15 11:24:47.454728+00:00,3.3733745,9.7675610,26.3906116,18.86,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.86,0,9.7675610
6,2022-01-15 11:24:50.828860+00:00,3.3738532,9.7647896,26.2679386,18.81,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.81,0,9.7647896
7,2022-01-15 11:24:54.202698+00:00,3.3734770,9.7669687,26.2858124,18.83,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.83,0,9.7669687
8,2022-01-15 11:24:57.576297+00:00,3.3733461,9.7677259,26.2172661,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7677259
9,2022-01-15 11:25:00.950157+00:00,3.3739023,9.7645054,26.2766056,18.85,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.85,0,9.7645054
10,2022-01-15 11:25:04.324795+00:00,3.3740041,9.7639160,26.3798637,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7639160
11,2022-01-15 11:25:07.698594+00:00,3.3734288,9.7672472,26.3411865,18.85,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.85,0,9.7672472
12,2022-01-15 11:25:11.072672+00:00,3.3738108,9.7650356,26.3116379,18.83,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.83,0,9.7650356
13,2022-01-15 11:25:14.444779+00:00,3.3718770,9.7762394,26.2322617,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7762394
14,2022-01-15 11:25:17.819063+00:00,3.3740840,9.7634544,26.1571655,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7634544
15,2022-01-15 11:25:21.193316+00:00,3.3740368,9.7637262,26.0261612,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7637262
16,2022-01-15 11:25:24.566425+00:00,3.3730493,9.7694454,26.0510025,18.85,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.85,0,9.7694454
17,2022-01-15 11:25:27.939874+00:00,3.3731408,9.7689142,26.0359192,18.88,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.88,0,9.7689142
18,2022-01-15 11:25:31.315136+00:00,3.3751397,9.7573462,26.1374741,18.86,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.86,0,9.7573462
19,2022-01-15 11:25:34.688422+00:00,3.3731158,9.7690592,26.1464901,18.87,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.87,0,9.7690592
20,2022-01-15 11:25:38.062116+00:00,3.3734965,9.7668543,26.1265640,18.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.89,0,9.7668543
21,2022-01-15 11:25:41.436257+00:00,3.3740497,9.7636518,26.1080837,18.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.89,0,9.7636518
22,2022-01-15 11:25:44.808382+00:00,3.3719907,9.7755804,25.9996929,18.90,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.90,0,9.7755804
23,2022-01-15 11:25:48.182379+00:00,3.3738961,9.7645416,25.8859138,18.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.89,0,9.7645416
24,2022-01-15 11:25:51.556363+00:00,3.3738751,9.7646627,25.8875504,18.89,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.89,0,9.7646627
25,2022-01-15 11:25:54.929234+00:00,3.3727789,9.7710114,25.7951889,18.92,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.92,0,9.7710114
26,2022-01-15 11:25:58.302506+00:00,3.3731661,9.7687683,25.8571320,18.90,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.90,0,9.7687683
27,2022-01-15 11:26:01.677278+00:00,3.3747454,9.7596273,25.9694366,18.92,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.92,0,9.7596273
28,2022-01-15 11:26:05.051109+00:00,3.3737679,9.7652836,25.9271603,18.92,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.92,0,9.7652836
29,2022-01-15 11:26:08.424375+00:00,3.3732486,9.7682905,25.9100819,18.94,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.94,0,9.7682905
30,2022-01-15 11:26:11.796971+00:00,3.3725238,9.7724895,25.9115677,18.93,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.93,0,9.7724895
31,2022-01-15 11:26:15.170841+00:00,3.3737321,9.7654905,25.7600517,18.92,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.92,0,9.7654905
32,2022-01-15 11:26:18.544827+00:00,3.3741102,9.7633028,25.6754379,18.95,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.95,0,9.7633028
33,2022-01-15 11:26:21.918242+00:00,3.3733206,9.7678738,25.6798763,18.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.98,0,9.7678738
34,2022-01-15 11:26:25.291331+00:00,3.3731883,9.7686396,25.6130028,18.97,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.97,0,9.7686396
35,2022-01-15 11:26:28.666082+00:00,3.3747096,9.7598343,25.6953220,18.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.98,0,9.7598343
36,2022-01-15 11:26:32.039513+00:00,3.3733487,9.7677107,25.7579632,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7677107
37,2022-01-15 11:26:35.413005+00:00,3.3734732,9.7669897,25.7383137,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7669897
38,2022-01-15 11:26:38.786853+00:00,3.3739395,9.7642899,25.6953011,19.00,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.00,0,9.7642899
39,2022-01-15 11:26:42.158570+00:00,3.3718057,9.7766533,25.5901279,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7766533
40,2022-01-15 11:26:45.532552+00:00,3.3738620,9.7647390,25.5399628,18.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.98,0,9.7647390
41,2022-01-15 11:26:48.906579+00:00,3.3740501,9.7636490,25.4574146,18.98,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.98,0,9.7636490
