sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 12:48:34.919293+00:00,3.3749270,9.7585764,26.5709667,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7585764
2,2022-01-15 12:48:38.292145+00:00,3.3739307,9.7643414,26.6135006,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7643414
3,2022-01-15 12:48:41.665807+00:00,3.3735554,9.7665138,26.5956745,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7665138
4,2022-01-15 12:48:45.037647+00:00,3.3719757,9.7756672,26.5183201,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7756672
5,2022-01-15 12:48:48.411046+00:00,3.3734796,9.7669525,26.4522133,18.82,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.82,0,9.7669525
6,2022-01-15 12:48:51.784759+00:00,3.3739884,9.7640066,26.3956966,18.82,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.82,0,9.7640066
7,2022-01-15 12:48:55.158299+00:00,3.3735363,9.7666245,26.3327312,18.82,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.82,0,9.7666245
8,2022-01-15 12:48:58.531375+00:00,3.3731327,9.7689619,26.3432770,18.84,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.84,0,9.7689619
9,2022-01-15 12:49:01.904611+00:00,3.3733974,9.7674284,26.3485756,18.81,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.81,0,9.7674284
10,2022-01-15 12:49:05.279987+00:00,3.3753386,9.7561979,26.3909588,18.80,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.80,0,9.7561979
11,2022-01-15 12:49:08.653379+00:00,3.3734903,9.7668905,26.4081860,18.78,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.78,0,9.7668905
12,2022-01-15 12:49:12.026568+00:00,3.3733482,9.7677135,26.3906803,18.81,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.81,0,9.7677135
13,2022-01-15 12:49:15.398333+00:00,3.3718691,9.7762842,26.2681465,18.81,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.81,0,9.7762842
14,2022-01-15 12:49:18.772262+00:00,3.3740256,9.7637920,26.2185783,18.83,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.83,0,9.7637920
