sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 04:00:34.873158+00:00,3.3737431,9.7654266,26.5306187,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7654266
2,2022-01-15 04:00:38.246647+00:00,3.3735042,9.7668104,26.4682522,19.03,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.03,0,9.7668104
3,2022-01-15 04:00:41.620913+00:00,3.3736010,9.7662497,26.4459820,19.04,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.04,0,9.7662497
4,2022-01-15 04:00:44.995022+00:00,3.3733487,9.7677107,26.4528008,19.04,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.04,0,9.7677107
5,2022-01-15 04:00:48.369636+00:00,3.3736851,9.7657633,26.4447651,19.04,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.04,0,9.7657633
6,2022-01-15 04:00:51.744680+00:00,3.3742464,9.7625141,26.4392395,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7625141
7,2022-01-15 04:00:55.118731+00:00,3.3733273,9.7678347,26.4121799,19.06,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.06,0,9.7678347
8,2022-01-15 04:00:58.492377+00:00,3.3729382,9.7700882,26.3780231,19.03,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.03,0,9.7700882
9,2022-01-15 04:01:01.866642+00:00,3.3736336,9.7660599,26.3446026,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7660599
10,2022-01-15 04:01:05.241203+00:00,3.3735895,9.7663155,26.2913666,19.03,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.03,0,9.7663155
11,2022-01-15 04:01:08.615423+00:00,3.3735311,9.7666540,26.2520962,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7666540
12,2022-01-15 04:01:11.989674+00:00,3.3735802,9.7663698,26.2377243,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7663698
13,2022-01-15 04:01:15.363715+00:00,3.3733246,9.7678509,26.2337837,19.00,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.00,0,9.7678509
14,2022-01-15 04:01:18.738436+00:00,3.3740225,9.7638102,26.2431660,19.03,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.03,0,9.7638102
15,2022-01-15 04:01:22.112804+00:00,3.3739049,9.7644901,26.2180729,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7644901
16,2022-01-15 04:01:25.486543+00:00,3.3729949,9.7697601,26.1851482,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7697601
17,2022-01-15 04:01:28.860303+00:00,3.3732114,9.7685061,26.1580105,19.02,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.02,0,9.7685061
18,2022-01-15 04:01:32.234791+00:00,3.3737392,9.7654495,26.1203709,19.01,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.01,0,9.7654495
19,2022-01-15 04:01:35.608866+00:00,3.3734636,9.7670450,26.0600967,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7670450
20,2022-01-15 04:01:38.982978+00:00,3.3735435,9.7665825,26.0333996,19.04,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.04,0,9.7665825
21,2022-01-15 04:01:42.356984+00:00,3.3733907,9.7674685,26.0283165,19.03,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.03,0,9.7674685
22,2022-01-15 04:01:45.731175+00:00,3.3735280,9.7666721,26.0325146,19.03,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.03,0,9.7666721
23,2022-01-15 04:01:49.105895+00:00,3.3741813,9.7628908,26.0269337,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7628908
24,2022-01-15 04:01:52.480046+00:00,3.3735356,9.7666273,26.0028839,19.00,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.00,0,9.7666273
25,2022-01-15 04:01:55.853447+00:00,3.3728862,9.7703896,25.9647636,19.07,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.07,0,9.7703896
26,2022-01-15 04:01:59.227494+00:00,3.3734784,9.7669592,25.9318428,19.06,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.06,0,9.7669592
27,2022-01-15 04:02:02.601541+00:00,3.3736532,9.7659473,25.8888092,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7659473
28,2022-01-15 04:02:05.975628+00:00,3.3734837,9.7669287,25.8437023,19.07,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.07,0,9.7669287
29,2022-01-15 04:02:09.349722+00:00,3.3735883,9.7663221,25.8197041,19.06,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.06,0,9.7663221
30,2022-01-15 04:02:12.723692+00:00,3.3732796,9.7681112,25.8286610,19.06,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.06,0,9.7681112
31,2022-01-15 04:02:16.098068+00:00,3.3738110,9.7650337,25.8211765,19.07,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.07,0,9.7650337
32,2022-01-15 04:02:19.472613+00:00,3.3740735,9.7635136,25.8085690,19.07,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.07,0,9.7635136
33,2022-01-15 04:02:22.846152+00:00,3.3731430,9.7689028,25.7783775,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7689028
34,2022-01-15 04:02:26.219760+00:00,3.3730402,9.7694979,25.7500114,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7694979
35,2022-01-15 04:02:29.593953+00:00,3.3736911,9.7657280,25.7128258,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7657280
36,2022-01-15 04:02:32.967961+00:00,3.3734856,9.7669182,25.6613598,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7669182
37,2022-01-15 04:02:36.341709+00:00,3.3734717,9.7669983,25.6303024,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7669983
38,2022-01-15 04:02:39.715871+00:00,3.3735731,9.7664118,25.6154613,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7664118
39,2022-01-15 04:02:43.089707+00:00,3.3733401,9.7677603,25.6159878,19.07,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.07,0,9.7677603
40,2022-01-15 04:02:46.464069+00:00,3.3740501,9.7636490,25.6157036,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7636490
