sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-14 21:36:34.949709+00:00,3.3752851,9.7565060,26.5572834,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7565060
2,2022-01-14 21:36:38.322416+00:00,3.3733170,9.7678938,26.6033993,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7678938
3,2022-01-14 21:36:41.696248+00:00,3.3738275,9.7649384,26.5671368,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7649384
4,2022-01-14 21:36:45.068578+00:00,3.3723593,9.7734432,26.5423870,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7734432
5,2022-01-14 21:36:48.441653+00:00,3.3731337,9.7689562,26.4248486,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7689562
6,2022-01-14 21:36:51.815343+00:00,3.3737209,9.7655554,26.3570213,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7655554
7,2022-01-14 21:36:55.188925+00:00,3.3736138,9.7661753,26.2626457,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7661753
8,2022-01-14 21:36:58.562531+00:00,3.3736303,9.7660799,26.2604752,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7660799
9,2022-01-14 21:37:01.935608+00:00,3.3731236,9.7690134,26.2946091,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7690134
10,2022-01-14 21:37:05.311086+00:00,3.3752897,9.7564802,26.3689365,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7564802
11,2022-01-14 21:37:08.684395+00:00,3.3732543,9.7682581,26.3728733,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7682581
12,2022-01-14 21:37:12.058120+00:00,3.3739038,9.7644968,26.3635578,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7644968
13,2022-01-14 21:37:15.429997+00:00,3.3717155,9.7771759,26.2381840,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7771759
14,2022-01-14 21:37:18.804244+00:00,3.3742557,9.7624598,26.1598454,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7624598
15,2022-01-14 21:37:22.177602+00:00,3.3734031,9.7673960,26.0773487,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7673960
16,2022-01-14 21:37:25.551055+00:00,3.3733554,9.7676716,26.0353527,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7676716
17,2022-01-14 21:37:28.924466+00:00,3.3734307,9.7672358,26.0796947,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7672358
18,2022-01-14 21:37:32.299046+00:00,3.3745987,9.7604752,26.1033592,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7604752
19,2022-01-14 21:37:35.673280+00:00,3.3741150,9.7632742,26.1682129,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7632742
20,2022-01-14 21:37:39.046731+00:00,3.3734782,9.7669601,26.1403790,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7669601
21,2022-01-14 21:37:42.420077+00:00,3.3733792,9.7675343,26.1188869,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7675343
22,2022-01-14 21:37:45.792317+00:00,3.3721924,9.7744102,26.0053997,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7744102
23,2022-01-14 21:37:49.166107+00:00,3.3737454,9.7654133,25.9481354,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7654133
24,2022-01-14 21:37:52.539782+00:00,3.3736732,9.7658319,25.8474636,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7658319
25,2022-01-14 21:37:55.913461+00:00,3.3736632,9.7658901,25.8245277,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7658901
26,2022-01-14 21:37:59.286398+00:00,3.3728924,9.7703543,25.8592587,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7703543
27,2022-01-14 21:38:02.661823+00:00,3.3753536,9.7561102,25.9226112,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7561102
28,2022-01-14 21:38:06.035146+00:00,3.3732433,9.7683210,25.9590302,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7683210
29,2022-01-14 21:38:09.408963+00:00,3.3738379,9.7648773,25.9297237,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7648773
30,2022-01-14 21:38:12.780946+00:00,3.3719330,9.7759151,25.8701916,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7759151
31,2022-01-14 21:38:16.154632+00:00,3.3736339,9.7660599,25.7729702,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7660599
32,2022-01-14 21:38:19.528182+00:00,3.3735504,9.7665434,25.6815777,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7665434
33,2022-01-14 21:38:22.901678+00:00,3.3735187,9.7667265,25.6206055,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7667265
34,2022-01-14 21:38:26.275109+00:00,3.3735056,9.7668018,25.6441917,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7668018
35,2022-01-14 21:38:29.648705+00:00,3.3735092,9.7667809,25.6629715,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7667809
36,2022-01-14 21:38:33.024020+00:00,3.3750820,9.7576809,25.7342548,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7576809
37,2022-01-14 21:38:36.397097+00:00,3.3732123,9.7685003,25.7289314,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7685003
38,2022-01-14 21:38:39.771148+00:00,3.3737907,9.7651510,25.7154808,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7651510
39,2022-01-14 21:38:43.142914+00:00,3.3716655,9.7774658,25.5730114,19.20,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.20,0,9.7774658
40,2022-01-14 21:38:46.517077+00:00,3.3741691,9.7629614,25.5237198,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7629614
41,2022-01-14 21:38:49.890510+00:00,3.3733740,9.7675638,25.4391956,19.18,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.18,0,9.7675638
42,2022-01-14 21:38:53.263968+00:00,3.3733683,9.7675972,25.3983421,19.20,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.20,0,9.7675972
43,2022-01-14 21:38:56.637250+00:00,3.3733494,9.7677059,25.4406471,19.26,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.26,0,9.7677059
44,2022-01-14 21:39:00.012378+00:00,3.3749633,9.7583675,25.4771805,19.22,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.22,0,9.7583675
45,2022-01-14 21:39:03.386116+00:00,3.3736300,9.7660818,25.5313129,19.22,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.22,0,9.7660818
46,2022-01-14 21:39:06.759658+00:00,3.3735921,9.7663012,25.5046215,19.23,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.23,0,9.7663012
47,2022-01-14 21:39:10.132640+00:00,3.3728218,9.7707624,25.4814625,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7707624
48,2022-01-14 21:39:13.505255+00:00,3.3725438,9.7723732,25.3672504,19.23,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.23,0,9.7723732
49,2022-01-14 21:39:16.878988+00:00,3.3736217,9.7661295,25.3111267,19.25,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.25,0,9.7661295
50,2022-01-14 21:39:20.252720+00:00,3.3736842,9.7657681,25.2073269,19.25,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.25,0,9.7657681
51,2022-01-14 21:39:23.626502+00:00,3.3736510,9.7659597,25.1964550,19.25,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.25,0,9.7659597
52,2022-01-14 21:39:26.999345+00:00,3.3728368,9.7706757,25.2346992,19.24,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.24,0,9.7706757
53,2022-01-14 21:39:30.374887+00:00,3.3754325,9.7556543,25.2982826,19.26,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.26,0,9.7556543
54,2022-01-14 21:39:33.748176+00:00,3.3732162,9.7684774,25.3215389,19.27,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.27,0,9.7684774
55,2022-01-14 21:39:37.122089+00:00,3.3737936,9.7651348,25.3026142,19.28,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.28,0,9.7651348
56,2022-01-14 21:39:40.493796+00:00,3.3716722,9.7774267,25.2080688,19.26,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.26,0,9.7774267
57,2022-01-14 21:39:43.867716+00:00,3.3739538,9.7642078,25.1396675,19.29,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.29,0,9.7642078
58,2022-01-14 21:39:47.241364+00:00,3.3734307,9.7672358,25.0350819,19.28,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.28,0,9.7672358
59,2022-01-14 21:39:50.614804+00:00,3.3734360,9.7672062,24.9892178,19.27,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.27,0,9.7672062
