sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-15 05:48:33.892562+00:00,3.3735569,9.7665052,26.5480747,18.97,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.97,0,9.7665052
2,2022-01-15 05:48:37.265838+00:00,3.3740256,9.7637920,26.5406895,18.97,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.97,0,9.7637920
3,2022-01-15 05:48:40.639221+00:00,3.3735769,9.7663898,26.5158710,18.99,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.99,0,9.7663898
4,2022-01-15 05:48:44.012100+00:00,3.3730679,9.7693367,26.4850140,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7693367
5,2022-01-15 05:48:47.385239+00:00,3.3734698,9.7670097,26.4487000,18.95,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.95,0,9.7670097
6,2022-01-15 05:48:50.758868+00:00,3.3737102,9.7656183,26.4148445,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7656183
7,2022-01-15 05:48:54.131971+00:00,3.3735077,9.7667904,26.3595562,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7667904
8,2022-01-15 05:48:57.505390+00:00,3.3735709,9.7664242,26.3426037,18.93,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.93,0,9.7664242
9,2022-01-15 05:49:00.878626+00:00,3.3733454,9.7677298,26.3445797,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7677298
10,2022-01-15 05:49:04.252337+00:00,3.3737617,9.7653198,26.3364239,18.94,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.94,0,9.7653198
11,2022-01-15 05:49:07.626205+00:00,3.3740363,9.7637300,26.3223991,18.95,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.95,0,9.7637300
12,2022-01-15 05:49:10.999224+00:00,3.3732400,9.7683401,26.2932892,18.97,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.97,0,9.7683401
13,2022-01-15 05:49:14.372013+00:00,3.3731465,9.7688818,26.2702026,18.95,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.95,0,9.7688818
14,2022-01-15 05:49:17.745317+00:00,3.3737001,9.7656755,26.2297020,18.96,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.96,0,9.7656755
15,2022-01-15 05:49:21.118964+00:00,3.3734915,9.7668829,26.1786976,18.99,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.99,0,9.7668829
16,2022-01-15 05:49:24.492190+00:00,3.3735795,9.7663736,26.1466064,18.99,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,18.99,0,9.7663736
