sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-14 19:48:33.935773+00:00,3.3754215,9.7557182,26.5699978,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7557182
2,2022-01-14 19:48:37.308323+00:00,3.3731751,9.7687149,26.5508842,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7687149
3,2022-01-14 19:48:40.681827+00:00,3.3733921,9.7674599,26.5215950,19.17,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.17,0,9.7674599
4,2022-01-14 19:48:44.054841+00:00,3.3729753,9.7698727,26.5208645,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7698727
5,2022-01-14 19:48:47.428410+00:00,3.3737016,9.7656679,26.3945065,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7656679
6,2022-01-14 19:48:50.802419+00:00,3.3736501,9.7659655,26.2657871,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7659655
7,2022-01-14 19:48:54.176060+00:00,3.3735623,9.7664738,26.2255554,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7664738
8,2022-01-14 19:48:57.549639+00:00,3.3734617,9.7670565,26.2048645,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7670565
9,2022-01-14 19:49:00.923586+00:00,3.3738728,9.7646761,26.2734833,19.18,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.18,0,9.7646761
10,2022-01-14 19:49:04.297796+00:00,3.3739481,9.7642403,26.3708687,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7642403
11,2022-01-14 19:49:07.671656+00:00,3.3737392,9.7654495,26.3131695,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7654495
12,2022-01-14 19:49:11.045757+00:00,3.3740463,9.7636719,26.2810688,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7636719
13,2022-01-14 19:49:14.417619+00:00,3.3717461,9.7769985,26.2004738,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7769985
14,2022-01-14 19:49:17.791729+00:00,3.3740120,9.7638702,26.1417522,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7638702
15,2022-01-14 19:49:21.165923+00:00,3.3740172,9.7638397,26.0313797,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7638397
16,2022-01-14 19:49:24.539129+00:00,3.3732576,9.7682381,25.9791088,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7682381
17,2022-01-14 19:49:27.912629+00:00,3.3732791,9.7681131,26.0310860,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7681131
18,2022-01-14 19:49:31.287787+00:00,3.3751760,9.7571373,26.1060066,19.13,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.13,0,9.7571373
19,2022-01-14 19:49:34.661077+00:00,3.3732023,9.7685585,26.1026745,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7685585
20,2022-01-14 19:49:38.034911+00:00,3.3735864,9.7663336,26.0862312,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7663336
21,2022-01-14 19:49:41.408820+00:00,3.3737552,9.7653570,26.1022186,19.16,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.16,0,9.7653570
22,2022-01-14 19:49:44.781082+00:00,3.3721457,9.7746820,25.9672470,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7746820
23,2022-01-14 19:49:48.155086+00:00,3.3739104,9.7644587,25.8440628,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7644587
24,2022-01-14 19:49:51.528921+00:00,3.3737478,9.7653999,25.7824955,19.19,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.19,0,9.7653999
