sample,datetime (utc),period (s),gravity (m/s2),velocity (m/s),temperature (c),country,city,university,lat,long,alt,correction,temp_corr (c),length_corr (m),g_corr (m/s2)
1,2022-01-14 23:00:33.889993+00:00,3.3740773,9.7634926,26.4463806,19.14,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.14,0,9.7634926
2,2022-01-14 23:00:37.264228+00:00,3.3749523,9.7584305,26.3933411,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7584305
3,2022-01-14 23:00:40.636694+00:00,3.3724604,9.7728567,26.4237728,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7728567
4,2022-01-14 23:00:44.009581+00:00,3.3729396,9.7700806,26.2724915,19.15,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.15,0,9.7700806
5,2022-01-14 23:00:47.384586+00:00,3.3751249,9.7574320,26.4079056,19.12,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.12,0,9.7574320
6,2022-01-14 23:00:50.757789+00:00,3.3731146,9.7690659,26.4223938,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7690659
7,2022-01-14 23:00:54.131344+00:00,3.3735580,9.7664986,26.3491592,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7664986
8,2022-01-14 23:00:57.505303+00:00,3.3739665,9.7641335,26.3655148,19.10,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.10,0,9.7641335
9,2022-01-14 23:01:00.877312+00:00,3.3720629,9.7751617,26.2628307,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7751617
10,2022-01-14 23:01:04.251573+00:00,3.3741362,9.7631521,26.1417751,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7631521
11,2022-01-14 23:01:07.626074+00:00,3.3745687,9.7606487,26.2306252,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7606487
12,2022-01-14 23:01:10.998233+00:00,3.3721447,9.7746868,26.1168537,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7746868
13,2022-01-14 23:01:14.371233+00:00,3.3729625,9.7699480,26.1139526,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7699480
14,2022-01-14 23:01:17.745997+00:00,3.3748605,9.7589617,26.2213173,19.05,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.05,0,9.7589617
15,2022-01-14 23:01:21.119727+00:00,3.3737717,9.7652617,26.1868935,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7652617
16,2022-01-14 23:01:24.493079+00:00,3.3733706,9.7675838,26.1345463,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7675838
17,2022-01-14 23:01:27.865727+00:00,3.3728137,9.7708092,26.1818886,19.08,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.08,0,9.7708092
18,2022-01-14 23:01:31.239072+00:00,3.3732302,9.7683964,26.0055809,19.09,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.09,0,9.7683964
19,2022-01-14 23:01:34.613884+00:00,3.3748717,9.7588968,25.8933887,19.11,CO,BOG,Uniandes,4.6012,-74.0657,2630,False,19.11,0,9.7588968
